title,abstract
An Energy Prophet Who Guessed Right,"  In a way, S. David Freeman is a prophet coming into his own. As head of the Ford Foundation's energy project in the early 1970's, he correctly predicted that improved energy efficiency would be cheaper than continued expansion of power plants, and he predicted that American energy use, then galloping ahead, would reach a plateau by the late 1980's. At the time, oil companies and utilities said his idea was radical and wrong, but in fact it was not radical enough. When the plateau was reached, it was 15 percent lower than what Mr. Freeman had predicted.   For the last two years Mr. Freeman has been general manager of the Sacramento Municipal Utility District (SMUD), which is scrambling to replace the power from the Rancho Seco nuclear plant, which the voters closed three years ago. But Mr. Freeman is still a radical prophet. And in an interview earlier this month, he backs new technologies for electricity production to replace nuclear power."
Study Warns of ‘Energy Sprawl’,"A new study by the Nature Conservancy predicts that by 2030, biofuels and other new forms of energy production will occupy a land area larger than Minnesota."
The Energy Crisis Century,"  Anyone who thinks the energy crisis is temporary or can be easily solved, as President Reagan apparently does, will be jolted by the latest international analysis of global energy needs. It concludes that shifting from fossil fuels to more sustainable sources of energy will take a century. It can be done, says the director of the seven-year study, Wolf Hafele, a West German nuclear scientist, ''but only with pain and at high cost.''"
Why India’s Waste-to-Energy Industry Won’t Catch Fire,"Bureaucracy, turf battles and and demands for bribes make it difficult for a plant to open and stay profitable."
"In Rare Move, Big Donors Push Energy Efficiency","  In a rare collaborative undertaking, three of the country's leading philanthropies are establishing an Energy Foundation to promote energy efficiency and greater reliance on renewable sources like wind and solar power.    The foundation is being financed by an initial $20 million from the Rockefeller Foundation, the John D. and Catherine T. MacArthur Foundation of Chicago and the Pew Charitable Trusts of Philadelphia."
Is It Energy’s Turn Now?,"With the overhaul of financial regulation nearing completion, some Democrats are hoping that Congress can now turn to the next big legislative challenge: energy and climate change."
China’s Green Energy Gap,"In China, where coal is king, the government’s push to increase the use of alternative energies faces obstacles, from bureaucracy to bottlenecks in manufacturing."
Teaching the Volt to Charge Smarter and Cleaner,A technology under development would instruct the Chevrolet Volt to charge only when the grid was pumping a percentage of energy from renewable resources.
U.S. Senate adopts an energy bill raising mileage for cars,"WASHINGTON — The Senate passed a broad energy bill late Thursday that would, among other things, require the first big increase in fuel mileage requirements for passenger cars in more than two decades."
Live Blogging: White House Energy Forum,Andrew C. Revkin tracks developments at Wednesday’s White House energy forum.
A Suburban Experiment Aims for Free Energy,Twenty homes in a California subdivision are testing a zero net energy goal: to make at least as much energy as they use over a year.
A New Blog on Energy and the Environment,"Green Inc. churns out insights, observations and dispatches from that often contentious place where business, politics and sustainability meet."
Ex-Environmental Leaders Tout Nuclear Energy,The nuclear industry has hired Christie Whitman and activist Patrick Moore to lead a public relations campaign for new reactors.
A Bet on Clean Energy in the Automotive State,"Michigan has 17 new plants, either in production or being built, to produce batteries for hybrid and electric vehicles."
Live Blogging: White House Energy Forum,Andrew C. Revkin tracks developments at Wednesday's White House energy forum.
Blackouts Plague Energy-Rich Venezuela,"With his nation plagued by power failures and water shortages, President Hugo Chávez has turned to lecturing about overconsumption."
Turning a Coal Mine’s Gas Problem Into a Ski Resort’s CO2 and Energy Solution,A Colorado climate hawk cuts an energy deal with a mining company that sees warming as a delusion.
Exploring Climate Resilience and Energy Sense,Adaption to heat is a prime imperative even as the much tougher task of moving beyond conventional use of fossil fuels is pursued.
U.S. and China Agree to Study Ways to Make Buildings More Energy-Efficient,The U.S. secretaries of energy and commerce ended a visit to Beijing with an agreement seen as another incremental step to address China’s contribution to climate change.
Nuclear energy is making a comeback,PARIS — Could nuclear power ride to the rescue of a warming planet? Nuclear power claims virtually zero greenhouse gas emissions and - unlike wind or solar - it creates vast and steady supplies of power in the same way as power plants fired by natural gas and coal.
